"hardware","algorithm","engine","sign time (s)","verify time (s)","sign speed (sign/s)","verify speed (verify/s)"
mellanox,ecdhp521,pka,0.0091,0.0091,110.0,110.0
mellanox,ecdhp521,pka,0.0091,0.0091,109.9,109.9
mellanox,ecdhp521,pka,0.0091,0.0091,110.4,110.4
mellanox,ecdhp521,pka,0.0091,0.0091,110.0,110.0
mellanox,ecdhp521,pka,0.0091,0.0091,109.9,109.9
mellanox,ecdhp521,pka,0.0091,0.0091,110.0,110.0
mellanox,ecdhp521,pka,0.0091,0.0091,110.4,110.4
mellanox,ecdhp521,pka,0.0091,0.0091,109.7,109.7
vps,rsa2048,null,0.002267,6.7e-05,441.2,14823.0
vps,rsa2048,null,0.002266,6.8e-05,441.3,14772.6
vps,rsa2048,null,0.002267,6.8e-05,441.2,14811.5
vps,rsa2048,null,0.002278,6.8e-05,439.0,14656.5
vps,rsa2048,null,0.002269,6.8e-05,440.7,14742.5
vps,rsa2048,null,0.00227,6.8e-05,440.5,14780.9
vps,rsa2048,null,0.00227,6.8e-05,440.5,14767.4
vps,rsa2048,null,0.002271,6.8e-05,440.3,14795.4
vps,rsa2048,null,0.002268,6.7e-05,441.0,14841.0
vps,rsa2048,null,0.002267,6.8e-05,441.2,14778.6
vps,rsa2048,null,0.002266,6.7e-05,441.4,14816.1
vps,rsa2048,null,0.002269,6.7e-05,440.8,14817.0
vps,rsa2048,null,0.002267,6.8e-05,441.1,14734.7
vps,rsa2048,null,0.00227,6.8e-05,440.6,14804.4
vps,rsa2048,null,0.002263,6.7e-05,441.8,14830.4
vps,rsa2048,null,0.002264,6.8e-05,441.6,14762.8
vps,rsa2048,null,0.002264,6.7e-05,441.6,14825.0
vps,rsa2048,null,0.00227,6.8e-05,440.5,14785.6
vps,rsa2048,null,0.002264,6.7e-05,441.7,14828.5
vps,rsa2048,null,0.00227,6.7e-05,440.5,14836.9
vps,rsa4096,null,0.016573,0.000253,60.3,3958.6
vps,rsa4096,null,0.016545,0.000252,60.4,3963.2
vps,rsa4096,null,0.016545,0.000253,60.4,3957.2
vps,rsa4096,null,0.016628,0.000253,60.1,3956.8
vps,rsa4096,null,0.016545,0.000252,60.4,3960.8
vps,rsa4096,null,0.016545,0.000252,60.4,3964.0
vps,rsa4096,null,0.016518,0.000252,60.5,3966.6
vps,rsa4096,null,0.016535,0.000252,60.5,3963.9
vps,rsa4096,null,0.016573,0.000253,60.3,3953.9
vps,rsa4096,null,0.016529,0.000253,60.5,3958.1
vps,rsa4096,null,0.016545,0.000253,60.4,3953.7
vps,rsa4096,null,0.016584,0.000253,60.3,3948.1
vps,rsa4096,null,0.016573,0.000253,60.3,3954.1
vps,rsa4096,null,0.016529,0.000253,60.5,3953.0
vps,rsa4096,null,0.016573,0.000253,60.3,3957.6
vps,rsa4096,null,0.016529,0.000253,60.5,3956.9
vps,rsa4096,null,0.016529,0.000254,60.5,3941.3
vps,rsa4096,null,0.016545,0.000252,60.4,3960.6
vps,rsa4096,null,0.016562,0.000253,60.4,3945.2
vps,rsa4096,null,0.016529,0.000253,60.5,3948.9
vps,dsa2048,null,0.000936,0.000868,1068.0,1152.6
vps,dsa2048,null,0.000937,0.000876,1067.2,1141.7
vps,dsa2048,null,0.000943,0.000845,1060.0,1183.9
vps,dsa2048,null,0.000935,0.000858,1069.5,1165.8
vps,dsa2048,null,0.000937,0.000841,1067.6,1188.4
vps,dsa2048,null,0.000936,0.000856,1068.4,1168.0
vps,dsa2048,null,0.000936,0.000859,1068.6,1164.5
vps,dsa2048,null,0.000939,0.00087,1064.8,1150.0
vps,dsa2048,null,0.000937,0.00087,1066.8,1149.0
vps,dsa2048,null,0.000937,0.000839,1067.1,1191.6
vps,dsa2048,null,0.000936,0.000853,1068.0,1172.9
vps,dsa2048,null,0.000935,0.000848,1069.5,1178.6
vps,dsa2048,null,0.000938,0.000855,1066.1,1170.2
vps,dsa2048,null,0.000936,0.000878,1068.0,1138.5
vps,dsa2048,null,0.000934,0.000871,1070.5,1148.4
vps,dsa2048,null,0.000938,0.000867,1066.2,1153.1
vps,dsa2048,null,0.000936,0.000844,1068.7,1184.9
vps,dsa2048,null,0.000936,0.000853,1068.9,1172.8
vps,dsa2048,null,0.000935,0.00087,1069.9,1149.4
vps,dsa2048,null,0.000936,0.000858,1068.1,1166.1
vps,ecdsap256,null,0.0001,0.0002,15926.4,4827.5
vps,ecdsap256,null,0.0001,0.0002,15898.4,4824.2
vps,ecdsap256,null,0.0001,0.0002,15918.0,4825.5
vps,ecdsap256,null,0.0001,0.0002,15925.8,4829.0
vps,ecdsap256,null,0.0001,0.0002,15957.5,4825.3
vps,ecdsap256,null,0.0001,0.0002,15981.3,4816.9
vps,ecdsap256,null,0.0001,0.0002,15950.2,4823.5
vps,ecdsap256,null,0.0001,0.0002,15931.6,4819.4
vps,ecdsap256,null,0.0001,0.0002,15972.7,4826.6
vps,ecdsap256,null,0.0001,0.0002,15933.8,4827.4
vps,ecdsap256,null,0.0001,0.0002,15904.4,4818.3
vps,ecdsap256,null,0.0001,0.0002,15976.5,4831.9
vps,ecdsap256,null,0.0001,0.0002,15938.0,4826.5
vps,ecdsap256,null,0.0001,0.0002,15943.6,4822.0
vps,ecdsap256,null,0.0001,0.0002,15922.2,4820.2
vps,ecdsap256,null,0.0001,0.0002,15987.2,4806.7
vps,ecdsap256,null,0.0001,0.0002,15944.2,4827.4
vps,ecdsap256,null,0.0001,0.0002,15897.8,4827.8
vps,ecdsap256,null,0.0001,0.0002,15923.9,4828.7
vps,ecdsap256,null,0.0001,0.0002,15975.3,4809.6
vps,ecdsap384,null,0.0027,0.002,369.6,504.8
vps,ecdsap384,null,0.0027,0.002,369.4,502.7
vps,ecdsap384,null,0.0027,0.002,369.7,507.2
vps,ecdsap384,null,0.0027,0.002,368.9,512.1
vps,ecdsap384,null,0.0027,0.0019,369.0,514.1
vps,ecdsap384,null,0.0027,0.002,367.8,507.4
vps,ecdsap384,null,0.0027,0.002,368.7,506.8
vps,ecdsap384,null,0.0027,0.002,368.7,509.2
vps,ecdsap384,null,0.0027,0.002,369.5,501.6
vps,ecdsap384,null,0.0027,0.002,372.5,508.5
vps,ecdsap384,null,0.0027,0.0019,369.3,515.3
vps,ecdsap384,null,0.0027,0.002,369.4,508.7
vps,ecdsap384,null,0.0027,0.002,368.9,504.2
vps,ecdsap384,null,0.0027,0.002,369.7,512.5
vps,ecdsap384,null,0.0027,0.002,369.9,502.7
vps,ecdsap384,null,0.0027,0.002,370.1,512.6
vps,ecdsap384,null,0.0027,0.002,368.5,502.2
vps,ecdsap384,null,0.0027,0.002,370.2,504.1
vps,ecdsap384,null,0.0027,0.002,368.6,510.5
vps,ecdsap384,null,0.0027,0.002,369.5,505.1
vps,ecdsap521,null,0.0007,0.0013,1458.7,754.1
vps,ecdsap521,null,0.0007,0.0013,1456.3,754.2
vps,ecdsap521,null,0.0007,0.0013,1461.8,754.2
vps,ecdsap521,null,0.0007,0.0013,1462.5,754.8
vps,ecdsap521,null,0.0007,0.0013,1462.4,754.9
vps,ecdsap521,null,0.0007,0.0013,1463.8,754.6
vps,ecdsap521,null,0.0007,0.0013,1460.0,754.0
vps,ecdsap521,null,0.0007,0.0013,1461.0,754.9
vps,ecdsap521,null,0.0007,0.0013,1382.1,750.4
vps,ecdsap521,null,0.0007,0.0013,1463.6,755.1
vps,ecdsap521,null,0.0007,0.0013,1459.6,752.5
vps,ecdsap521,null,0.0007,0.0013,1456.9,753.6
vps,ecdsap521,null,0.0007,0.0013,1458.6,751.8
vps,ecdsap521,null,0.0007,0.0013,1463.1,753.0
vps,ecdsap521,null,0.0007,0.0013,1463.5,754.9
vps,ecdsap521,null,0.0007,0.0013,1462.5,755.3
vps,ecdsap521,null,0.0007,0.0013,1456.6,754.7
vps,ecdsap521,null,0.0007,0.0013,1456.7,754.8
vps,ecdsap521,null,0.0007,0.0013,1459.3,754.7
vps,ecdsap521,null,0.0007,0.0013,1462.9,754.5
vps,ecdhp256,null,0.0002,0.0002,6300.7,6300.7
vps,ecdhp256,null,0.0002,0.0002,6337.8,6337.8
vps,ecdhp256,null,0.0002,0.0002,6327.0,6327.0
vps,ecdhp256,null,0.0002,0.0002,6338.7,6338.7
vps,ecdhp256,null,0.0002,0.0002,6341.8,6341.8
vps,ecdhp256,null,0.0002,0.0002,6342.2,6342.2
vps,ecdhp256,null,0.0002,0.0002,6321.2,6321.2
vps,ecdhp256,null,0.0002,0.0002,6294.5,6294.5
vps,ecdhp256,null,0.0002,0.0002,6306.6,6306.6
vps,ecdhp256,null,0.0002,0.0002,6330.6,6330.6
vps,ecdhp256,null,0.0002,0.0002,6341.0,6341.0
vps,ecdhp256,null,0.0002,0.0002,6333.6,6333.6
vps,ecdhp256,null,0.0002,0.0002,6334.3,6334.3
vps,ecdhp256,null,0.0002,0.0002,6339.9,6339.9
vps,ecdhp256,null,0.0002,0.0002,6331.7,6331.7
vps,ecdhp256,null,0.0002,0.0002,6339.3,6339.3
vps,ecdhp256,null,0.0002,0.0002,6329.0,6329.0
vps,ecdhp256,null,0.0002,0.0002,6327.3,6327.3
vps,ecdhp256,null,0.0002,0.0002,6308.9,6308.9
vps,ecdhp256,null,0.0002,0.0002,6338.5,6338.5
vps,ecdhp384,null,0.0026,0.0026,382.4,382.4
vps,ecdhp384,null,0.0028,0.0028,359.9,359.9
vps,ecdhp384,null,0.0026,0.0026,386.0,386.0
vps,ecdhp384,null,0.0026,0.0026,388.7,388.7
vps,ecdhp384,null,0.0026,0.0026,386.4,386.4
vps,ecdhp384,null,0.0026,0.0026,385.2,385.2
vps,ecdhp384,null,0.0026,0.0026,385.8,385.8
vps,ecdhp384,null,0.0026,0.0026,386.6,386.6
vps,ecdhp384,null,0.0028,0.0028,361.7,361.7
vps,ecdhp384,null,0.0028,0.0028,362.0,362.0
vps,ecdhp384,null,0.0028,0.0028,361.0,361.0
vps,ecdhp384,null,0.0028,0.0028,359.8,359.8
vps,ecdhp384,null,0.0026,0.0026,387.0,387.0
vps,ecdhp384,null,0.0026,0.0026,386.6,386.6
vps,ecdhp384,null,0.0028,0.0028,359.6,359.6
vps,ecdhp384,null,0.0026,0.0026,385.7,385.7
vps,ecdhp384,null,0.0026,0.0026,386.1,386.1
vps,ecdhp384,null,0.0026,0.0026,386.5,386.5
vps,ecdhp384,null,0.0026,0.0026,386.1,386.1
vps,ecdhp384,null,0.0028,0.0028,361.3,361.3
vps,ecdhp521,null,0.0007,0.0007,1337.2,1337.2
vps,ecdhp521,null,0.0007,0.0007,1337.3,1337.3
vps,ecdhp521,null,0.0007,0.0007,1337.1,1337.1
vps,ecdhp521,null,0.0007,0.0007,1333.7,1333.7
vps,ecdhp521,null,0.0007,0.0007,1337.0,1337.0
vps,ecdhp521,null,0.0007,0.0007,1335.4,1335.4
vps,ecdhp521,null,0.0007,0.0007,1338.2,1338.2
vps,ecdhp521,null,0.0007,0.0007,1336.3,1336.3
vps,ecdhp521,null,0.0007,0.0007,1337.0,1337.0
vps,ecdhp521,null,0.0007,0.0007,1337.6,1337.6
vps,ecdhp521,null,0.0007,0.0007,1335.9,1335.9
vps,ecdhp521,null,0.0007,0.0007,1338.8,1338.8
vps,ecdhp521,null,0.0007,0.0007,1336.5,1336.5
vps,ecdhp521,null,0.0007,0.0007,1335.0,1335.0
vps,ecdhp521,null,0.0007,0.0007,1335.4,1335.4
vps,ecdhp521,null,0.0007,0.0007,1335.3,1335.3
vps,ecdhp521,null,0.0008,0.0008,1303.1,1303.1
vps,ecdhp521,null,0.0008,0.0008,1332.9,1332.9
vps,ecdhp521,null,0.0007,0.0007,1337.7,1337.7
vps,ecdhp521,null,0.0007,0.0007,1338.0,1338.0
server,rsa2048,null,0.000835,2.5e-05,1197.3,39822.7
server,rsa2048,null,0.000833,2.5e-05,1200.9,40267.6
server,rsa2048,null,0.000832,2.5e-05,1201.6,40112.3
server,rsa2048,null,0.000833,2.5e-05,1200.8,40210.5
server,rsa2048,null,0.000833,2.5e-05,1200.2,40072.9
server,rsa2048,null,0.000835,2.5e-05,1198.2,39516.6
server,rsa2048,null,0.000833,2.5e-05,1200.8,40270.4
server,rsa2048,null,0.000832,2.5e-05,1201.4,39686.4
server,rsa2048,null,0.000832,2.5e-05,1201.4,39921.1
server,rsa2048,null,0.000853,2.5e-05,1172.5,39942.4
server,rsa2048,null,0.00085,2.5e-05,1176.7,39801.1
server,rsa2048,null,0.000834,2.5e-05,1199.5,40158.3
server,rsa2048,null,0.000832,2.5e-05,1201.3,40151.0
server,rsa2048,null,0.000833,2.5e-05,1200.9,40112.3
server,rsa2048,null,0.00085,2.5e-05,1176.4,39820.5
server,rsa2048,null,0.000832,2.5e-05,1201.6,40275.9
server,rsa2048,null,0.000833,2.5e-05,1200.6,39956.7
server,rsa2048,null,0.00084,2.5e-05,1191.0,39873.8
server,rsa2048,null,0.000854,2.5e-05,1170.8,39993.5
server,rsa2048,null,0.000833,2.5e-05,1200.6,39983.5
server,rsa4096,null,0.005935,8.7e-05,168.5,11446.3
server,rsa4096,null,0.005643,8.8e-05,177.2,11390.6
server,rsa4096,null,0.005647,8.7e-05,177.1,11438.2
server,rsa4096,null,0.005643,8.8e-05,177.2,11428.1
server,rsa4096,null,0.005649,8.7e-05,177.0,11483.8
server,rsa4096,null,0.005643,8.7e-05,177.2,11458.8
server,rsa4096,null,0.005647,8.9e-05,177.1,11202.9
server,rsa4096,null,0.005643,8.8e-05,177.2,11402.9
server,rsa4096,null,0.005647,8.7e-05,177.1,11443.9
server,rsa4096,null,0.005643,8.9e-05,177.2,11190.7
server,rsa4096,null,0.005647,8.8e-05,177.1,11365.2
server,rsa4096,null,0.00565,8.7e-05,177.0,11432.3
server,rsa4096,null,0.005643,8.8e-05,177.2,11329.5
server,rsa4096,null,0.005935,8.8e-05,168.5,11408.0
server,rsa4096,null,0.005941,8.8e-05,168.3,11380.0
server,rsa4096,null,0.005647,8.8e-05,177.1,11342.7
server,rsa4096,null,0.005647,8.8e-05,177.1,11377.0
server,rsa4096,null,0.005938,8.8e-05,168.4,11377.4
server,rsa4096,null,0.005643,8.7e-05,177.2,11434.0
server,rsa4096,null,0.00564,8.8e-05,177.3,11305.0
server,dsa2048,null,0.000358,0.000312,2791.9,3201.0
server,dsa2048,null,0.000359,0.000315,2789.4,3173.2
server,dsa2048,null,0.000359,0.000312,2785.5,3201.6
server,dsa2048,null,0.000359,0.00032,2787.9,3121.9
server,dsa2048,null,0.000358,0.000311,2789.8,3216.3
server,dsa2048,null,0.000358,0.000315,2792.9,3177.4
server,dsa2048,null,0.000359,0.000305,2788.7,3280.7
server,dsa2048,null,0.000361,0.000312,2769.7,3200.4
server,dsa2048,null,0.000359,0.00032,2786.1,3120.4
server,dsa2048,null,0.000361,0.000317,2770.6,3152.5
server,dsa2048,null,0.00036,0.000319,2776.1,3132.2
server,dsa2048,null,0.000361,0.000322,2770.8,3107.8
server,dsa2048,null,0.000361,0.000319,2773.5,3139.5
server,dsa2048,null,0.000358,0.000315,2791.9,3172.5
server,dsa2048,null,0.000359,0.000312,2785.8,3204.0
server,dsa2048,null,0.000362,0.000319,2764.8,3138.6
server,dsa2048,null,0.000361,0.000321,2770.0,3114.0
server,dsa2048,null,0.000358,0.000321,2791.7,3119.3
server,dsa2048,null,0.000361,0.000318,2770.1,3148.5
server,dsa2048,null,0.000358,0.000312,2792.3,3206.0
server,ecdsap256,null,0.0,0.0001,32189.0,10497.0
server,ecdsap256,null,0.0,0.0001,32175.9,10508.6
server,ecdsap256,null,0.0,0.0001,32188.4,10505.2
server,ecdsap256,null,0.0,0.0001,32134.6,10506.4
server,ecdsap256,null,0.0,0.0001,32188.4,10495.7
server,ecdsap256,null,0.0,0.0001,32115.9,10451.2
server,ecdsap256,null,0.0,0.0001,32208.3,10506.1
server,ecdsap256,null,0.0,0.0001,32136.2,10501.5
server,ecdsap256,null,0.0,0.0001,32200.0,10497.3
server,ecdsap256,null,0.0,0.0001,32141.3,10504.3
server,ecdsap256,null,0.0,0.0001,32143.6,10499.9
server,ecdsap256,null,0.0,0.0001,32179.0,10502.7
server,ecdsap256,null,0.0,0.0001,32204.6,10500.3
server,ecdsap256,null,0.0,0.0001,32158.0,10500.9
server,ecdsap256,null,0.0,0.0001,32116.2,10499.6
server,ecdsap256,null,0.0,0.0001,32159.4,10500.2
server,ecdsap256,null,0.0,0.0001,32150.9,10503.0
server,ecdsap256,null,0.0,0.0001,32160.1,10500.2
server,ecdsap256,null,0.0,0.0001,32168.5,10501.0
server,ecdsap256,null,0.0,0.0001,32188.1,10500.6
server,ecdsap384,null,0.0014,0.0011,720.7,934.6
server,ecdsap384,null,0.0014,0.0011,716.7,943.3
server,ecdsap384,null,0.0014,0.0011,717.2,946.1
server,ecdsap384,null,0.0014,0.001,718.5,952.5
server,ecdsap384,null,0.0014,0.0011,717.7,949.1
server,ecdsap384,null,0.0014,0.0011,719.2,944.4
server,ecdsap384,null,0.0014,0.0011,715.6,934.2
server,ecdsap384,null,0.0014,0.0011,718.5,933.0
server,ecdsap384,null,0.0014,0.0011,718.3,926.8
server,ecdsap384,null,0.0014,0.0011,716.2,925.7
server,ecdsap384,null,0.0014,0.0011,718.6,939.8
server,ecdsap384,null,0.0014,0.001,717.7,953.4
server,ecdsap384,null,0.0014,0.001,715.6,959.0
server,ecdsap384,null,0.0014,0.0011,716.9,951.0
server,ecdsap384,null,0.0014,0.0011,715.7,933.4
server,ecdsap384,null,0.0014,0.0011,712.8,937.9
server,ecdsap384,null,0.0014,0.001,720.5,962.9
server,ecdsap384,null,0.0014,0.0011,716.4,931.1
server,ecdsap384,null,0.0014,0.0011,718.5,937.7
server,ecdsap384,null,0.0014,0.0011,717.8,944.3
server,ecdsap521,null,0.0004,0.0008,2334.3,1180.0
server,ecdsap521,null,0.0004,0.0008,2334.0,1180.3
server,ecdsap521,null,0.0004,0.0008,2332.0,1180.2
server,ecdsap521,null,0.0004,0.0008,2334.4,1180.3
server,ecdsap521,null,0.0004,0.0008,2334.2,1180.2
server,ecdsap521,null,0.0004,0.0008,2331.4,1180.1
server,ecdsap521,null,0.0004,0.0008,2334.6,1180.3
server,ecdsap521,null,0.0004,0.0008,2331.8,1180.3
server,ecdsap521,null,0.0004,0.0008,2334.5,1180.4
server,ecdsap521,null,0.0004,0.0008,2333.1,1180.2
server,ecdsap521,null,0.0004,0.0008,2334.0,1180.3
server,ecdsap521,null,0.0004,0.0008,2334.8,1179.9
server,ecdsap521,null,0.0004,0.0008,2333.7,1180.3
server,ecdsap521,null,0.0004,0.0008,2332.9,1180.2
server,ecdsap521,null,0.0004,0.0008,2333.9,1180.3
server,ecdsap521,null,0.0004,0.0008,2334.1,1180.4
server,ecdsap521,null,0.0004,0.0008,2335.0,1180.3
server,ecdsap521,null,0.0004,0.0008,2333.2,1178.8
server,ecdsap521,null,0.0004,0.0008,2333.4,1179.8
server,ecdsap521,null,0.0004,0.0008,2334.6,1179.7
server,ecdhp256,null,0.0001,0.0001,13990.9,13990.9
server,ecdhp256,null,0.0001,0.0001,13994.3,13994.3
server,ecdhp256,null,0.0001,0.0001,14002.3,14002.3
server,ecdhp256,null,0.0001,0.0001,13991.5,13991.5
server,ecdhp256,null,0.0001,0.0001,13997.8,13997.8
server,ecdhp256,null,0.0001,0.0001,13999.1,13999.1
server,ecdhp256,null,0.0001,0.0001,13983.4,13983.4
server,ecdhp256,null,0.0001,0.0001,13993.0,13993.0
server,ecdhp256,null,0.0001,0.0001,13955.0,13955.0
server,ecdhp256,null,0.0001,0.0001,13992.3,13992.3
server,ecdhp256,null,0.0001,0.0001,13995.0,13995.0
server,ecdhp256,null,0.0001,0.0001,13950.2,13950.2
server,ecdhp256,null,0.0001,0.0001,13990.3,13990.3
server,ecdhp256,null,0.0001,0.0001,13995.0,13995.0
server,ecdhp256,null,0.0001,0.0001,13991.1,13991.1
server,ecdhp256,null,0.0001,0.0001,13986.0,13986.0
server,ecdhp256,null,0.0001,0.0001,13991.0,13991.0
server,ecdhp256,null,0.0001,0.0001,13974.7,13974.7
server,ecdhp256,null,0.0001,0.0001,13996.9,13996.9
server,ecdhp256,null,0.0001,0.0001,13994.9,13994.9
server,ecdhp384,null,0.0013,0.0013,751.1,751.1
server,ecdhp384,null,0.0013,0.0013,750.9,750.9
server,ecdhp384,null,0.0013,0.0013,749.6,749.6
server,ecdhp384,null,0.0013,0.0013,749.0,749.0
server,ecdhp384,null,0.0013,0.0013,752.3,752.3
server,ecdhp384,null,0.0013,0.0013,749.5,749.5
server,ecdhp384,null,0.0013,0.0013,750.0,750.0
server,ecdhp384,null,0.0013,0.0013,752.8,752.8
server,ecdhp384,null,0.0013,0.0013,749.4,749.4
server,ecdhp384,null,0.0013,0.0013,747.7,747.7
server,ecdhp384,null,0.0013,0.0013,749.9,749.9
server,ecdhp384,null,0.0013,0.0013,753.3,753.3
server,ecdhp384,null,0.0013,0.0013,752.6,752.6
server,ecdhp384,null,0.0013,0.0013,753.3,753.3
server,ecdhp384,null,0.0013,0.0013,753.2,753.2
server,ecdhp384,null,0.0013,0.0013,749.8,749.8
server,ecdhp384,null,0.0013,0.0013,750.0,750.0
server,ecdhp384,null,0.0013,0.0013,748.5,748.5
server,ecdhp384,null,0.0013,0.0013,753.0,753.0
server,ecdhp384,null,0.0013,0.0013,748.3,748.3
server,ecdhp521,null,0.0005,0.0005,1987.8,1987.8
server,ecdhp521,null,0.0005,0.0005,1987.8,1987.8
server,ecdhp521,null,0.0005,0.0005,1987.5,1987.5
server,ecdhp521,null,0.0005,0.0005,1987.6,1987.6
server,ecdhp521,null,0.0005,0.0005,1987.7,1987.7
server,ecdhp521,null,0.0005,0.0005,1987.3,1987.3
server,ecdhp521,null,0.0005,0.0005,1988.0,1988.0
server,ecdhp521,null,0.0005,0.0005,1987.7,1987.7
server,ecdhp521,null,0.0005,0.0005,1987.6,1987.6
server,ecdhp521,null,0.0005,0.0005,1987.3,1987.3
server,ecdhp521,null,0.0005,0.0005,1988.0,1988.0
server,ecdhp521,null,0.0005,0.0005,1987.6,1987.6
server,ecdhp521,null,0.0005,0.0005,1987.5,1987.5
server,ecdhp521,null,0.0005,0.0005,1987.7,1987.7
server,ecdhp521,null,0.0005,0.0005,1987.7,1987.7
server,ecdhp521,null,0.0005,0.0005,1987.8,1987.8
server,ecdhp521,null,0.0005,0.0005,1987.5,1987.5
server,ecdhp521,null,0.0005,0.0005,1987.5,1987.5
server,ecdhp521,null,0.0005,0.0005,1985.8,1985.8
server,ecdhp521,null,0.0005,0.0005,1988.0,1988.0
